id	state	city	lat	lon
1024850	Kentucky	Louisville	38.3199	-85.5486
1027802	Illinois	Freeport	42.2951	-89.6232
1025261	Ohio	Cincinnati	39.1165	-84.5165
1025028	Kansas	Topeka	39.0369	-95.6875
1025040	Michigan	Detroit	42.396	-82.9354
1025300	Virginia	Portsmouth	36.8782	-76.4042
1026096	Oklahoma	Oklahoma City (Moore)	35.32	-97.4931
1029381	California	Grand Terrace	34.0389	-117.328
1024773	South Carolina	Greenwood	34.1757	-82.1489
1025896	Ohio	Piqua	40.1418	-84.2619
1031150	Texas	Galveston	29.2941	-94.8037
1025002	North Carolina	Charlotte	35.3075	-80.6895
1025914	North Carolina	Washington	35.5243	-77.0085
1024998	Illinois	Chicago	41.8941	-87.7115
1024997	Illinois	Chicago	41.8641	-87.7316
1025116	Texas	Fort Worth	32.7339	-97.3286
1025867	West Virginia	Morgantown	39.6128	-79.9023
1024989	Illinois	Chicago	41.8955	-87.7103
1029170	North Carolina	Asheboro	35.7026	-79.8428
1025689	Washington	Spokane	47.6652	-117.44
1024981	North Carolina	Charlotte	35.2307	-80.9073
1025542	Michigan	Ypsilanti	42.2597	-83.6227
1025005	North Carolina	Waynesville	35.5562	-83.0464
1026071	South Carolina	Gaston	33.8083	-81.1709
1026760	Texas	Houston	30.014	-95.4865
1025352	Tennessee	Nashville	36.2451	-86.7776
1036978	South Carolina	Sumter	33.9471	-80.4485
1024721	Florida	Fort Lauderdale (Lauderdale Lakes)	26.1708	-80.1914
1030301	Alabama	Fort Mitchell	32.2821	-85.0044
1025488	Florida	Punta Gorda	26.9455	-82.0017
1026816	Alabama	Mobile (Prichard)	30.7469	-88.1062
1025494	Florida	Fort Myers Beach	26.4554	-81.9537
1054767	Louisiana	Saint Martinville	30.1172	-91.8348
1043253	Nebraska	Cedar Bluffs	41.397	-96.6125
1024765	Georgia	Hephzibah	33.379	-82.0601
1026842	Georgia	Rome	34.3678	-85.1701
1025316	Virginia	Newport News	37.0579	-76.4648
1028828	Louisiana	Baton Rouge	30.4976	-91.1415
1025122	Virginia	Petersburg	37.1778	-77.3606
1027315	Colorado	Pueblo	38.256	-104.668
1025152	Texas	Houston	29.72	-95.3701
1025272	Missouri	Saint Robert (St Robert)	37.8319	-92.1035
1025305	Virginia	Newport News	37.0722	-76.4576
1026125	Texas	Irving	32.8476	-96.9994
1025141	Massachusetts	Boston	42.3144	-71.0877
1025411	Massachusetts	Springfield	42.0924	-72.5616
1026136	Massachusetts	Fall River	41.6832	-71.175
1025413	Massachusetts	Holyoke	42.2065	-72.6126
1025298	Missouri	Saint Louis	38.6382	-90.2633
1026008	Oklahoma	Porter	35.8496	-95.4296
1025346	Missouri	Kansas City	39.2545	-94.668
1028820	Mississippi	Jackson	32.32	-90.1886
1026455	Idaho	Mullan	47.4719	-115.797
1024964	North Carolina	Winston Salem (Winston-salem)	36.0821	-80.2266
1031162	Michigan	Pontiac	42.6272	-83.2685
1025423	Alaska	Klawock	55.528	-133.114
1025428	Alaska	Anchorage	61.2092	-149.739
1024687	New York	Ellenville	41.7146	-74.3921
1024882	Florida	Daytona Beach (Holly Hill)	29.2486	-81.0537
1025499	Florida	Jacksonville	30.3203	-81.4508
1025452	Iowa	Burlington	40.8047	-91.1097
1025746	Idaho	Idaho Falls	43.5215	-111.964
1027711	Texas	Dickinson	29.4546	-95.0802
1026487	Mississippi	Moss Point	30.4024	-88.505
1027191	Pennsylvania	Hazleton	40.9634	-75.978
1027194	Pennsylvania	Berwick	41.0486	-76.2611
1026508	Texas	Allen	33.1014	-96.688
1027659	Florida	Defuniak Springs	30.7561	-86.2585
1026244	South Carolina	Wagener	33.6547	-81.3713
1026358	Oregon	Cave Junction	42.1665	-123.647
1025869	Illinois	Chicago	41.8806	-87.7379
1025700	Oregon	Eugene	44.0398	-123.139
1026417	Texas	San Antonio	29.4356	-98.425
1026649	Missouri	Robertsville	38.3442	-90.8031
1027094	Ohio	Steubenville	40.3613	-80.6195
1025693	Oregon	Portland	45.5233	-122.696
1025587	Florida	Fort Lauderdale	26.1204	-80.1485
1026948	North Carolina	Carthage	35.3459	-79.4177
1025894	North Carolina	Lumberton	34.6533	-79
1026363	Arizona	Tucson	32.1832	-110.98
1026734	Ohio	Akron	41.0321	-81.553
1025659	Georgia	Macon	32.835	-83.6263
1044637	Florida	Boynton Beach	26.5359	-80.0596
1025876	North Carolina	Durham	36.0522	-78.9049
1025949	Oklahoma	Oklahoma City (Del City)	35.4232	-97.4568
1026253	Maryland	Baltimore	39.2992	-76.6657
1026378	Louisiana	Lafayette	30.2303	-91.9973
1025906	Texas	Fort Worth	32.6678	-97.345
1026268	Illinois	Chicago	41.8859	-87.6251
1025765	South Dakota	Watertown	44.9039	-97.1231
1025680	Tennessee	Nashville	36.0453	-86.7006
1027035	Pennsylvania	Chester	39.8596	-75.3503
1027200	Pennsylvania	Erie	42.1393	-80.0574
1026534	Texas	Houston	29.7654	-95.3663
1025671	Georgia	Atlanta	33.7483	-84.3973
1026880	California	Pittsburg	38.0058	-121.893
1026541	Texas	Houston	29.7375	-95.5213
1026376	Louisiana	Broussard	30.1543	-91.9597
1032173	New Jersey	Trenton	40.205	-74.7517
1028791	California	Lodi	38.127	-121.261
1025784	Ohio	Cincinnati	39.1459	-84.4637
1026860	California	Empire	37.6473	-120.906
1025657	Florida	Lakeland	28.1179	-81.9081
1025683	District of Columbia	Washington	38.9588	-77.0012
1043428	California	Hesperia	34.4701	-117.316
1025778	Texas	Pearland	29.5618	-95.4376
1026016	New Mexico	Rio Rancho	35.2891	-106.596
1025724	Maryland	Baltimore	39.3103	-76.6432
1027077	North Carolina	Edenton	36.0744	-76.6013
1032168	New Jersey	Pennsauken	39.9537	-75.0667
1025864	Illinois	Chicago	41.7736	-87.6825
1025509	Washington	Puyallup (South Hill)	47.1188	-122.269
1025873	North Carolina	Charlotte	35.0549	-80.8653
1028912	Alabama	Mobile	30.6818	-88.1396
1026298	Alabama	Mobile	30.7009	-88.0678
1026300	Arkansas	Jonesboro	35.8581	-90.7219
1026251	Maryland	Baltimore	39.3102	-76.6676
1026093	South Carolina	Spartanburg	34.9784	-81.9495
1026099	South Carolina	Greenville	34.7677	-82.3883
1026551	Oregon	Newberg	45.2995	-122.979
1025635	Pennsylvania	Sharon Hill	39.9004	-75.2651
1026526	Texas	San Antonio	29.4177	-98.6321
1027976	Idaho	Idaho Falls	43.4931	-112.039
1025823	Ohio	Columbus	39.9286	-82.8581
1026114	Connecticut	New Haven	41.3248	-72.9565
1027281	Connecticut	Hamden	41.3384	-72.9399
1026737	Ohio	Ludlow Falls	39.993	-84.3615
1026133	Texas	San Antonio	29.3678	-98.3713
1038333	Massachusetts	Springfield	42.0849	-72.5244
1031102	North Carolina	Seagrove	35.5945	-79.698
1026638	Missouri	Blue Springs	39.0203	-94.2659
1026138	Rhode Island	Providence	41.8442	-71.4237
1026830	Louisiana	New Orleans	29.9438	-90.0868
1026237	Texas	Fort Worth	32.7048	-97.3158
1029462	Massachusetts	Quincy	42.2456	-70.9865
1029482	Massachusetts	Brockton	42.09	-71.0191
1026153	California	San Diego	32.6947	-117.143
1025606	Florida	Daytona Beach	29.1946	-81.0341
1026705	Arizona	Phoenix	33.6236	-111.978
1026291	Pennsylvania	Philadelphia	39.9647	-75.2094
1026069	Oklahoma	Tulsa	36.1662	-95.9515
1026448	Washington	Puyallup	47.2104	-122.304
1026286	Illinois	Chicago	41.9232	-87.7195
1026229	North Carolina	Greenville	35.6542	-77.3132
1032535	North Carolina	Asheville	35.5762	-82.5589
1026195	Florida	Saint Johns	30.0705	-81.5328
1028466	California	San Diego	32.6949	-117.142
1026864	California	Modesto	37.6436	-120.985
1026240	Texas	Corpus Christi	27.758	-97.3966
1026127	Missouri	Saint Louis	38.5912	-90.2513
1026249	District of Columbia	Washington	38.8614	-76.9734
1026875	Florida	Gainesville	29.6826	-82.3049
1026255	Maryland	Baltimore	39.2918	-76.6817
1028119	New York	Middletown	41.4413	-74.4127
1026887	California	Oakland	37.7744	-122.211
1026889	California	Oakland	37.7698	-122.194
1026891	California	Fresno	36.7795	-119.802
1035267	Illinois	Chicago	41.802	-87.5878
1029442	Wisconsin	Jefferson	43.009	-88.8071
1026909	Michigan	Kalamazoo	42.2944	-85.5999
1028883	Missouri	Lincoln	38.3836	-93.3351
1026163	California	Wilmington	33.7812	-118.264
1026265	Alabama	Holly Pond	34.1743	-86.6164
1026232	North Carolina	Leland (Belville)	34.2162	-77.9954
1026179	New Jersey	Beverly	40.0513	-74.9083
1026272	Illinois	Chicago	41.7263	-87.5608
1028958	Illinois	Waukegan (Park City)	42.3484	-87.8866
1028450	Missouri	Saint Louis	38.4723	-90.3554
1026284	Illinois	Chicago	41.8935	-87.7436
1026311	Pennsylvania	Tobyhanna	41.1717	-75.3716
1028210	Kentucky	Mayfield	36.7251	-88.6239
1026276	Pennsylvania	Duquesne	40.3711	-79.852
1026746	Missouri	Saint Louis	38.6377	-90.3462
1026325	Illinois	Chicago	41.8784	-87.7632
1028553	Wisconsin	La Crosse (Lacrosse)	43.8463	-91.2422
1028636	Massachusetts	Fall River	41.6927	-71.152
1027810	North Carolina	Asheboro	35.7015	-79.8311
1025939	North Carolina	Wilmington	34.2168	-77.9305
1045569	Missouri	Saint Louis	38.4779	-90.3161
1026475	Massachusetts	Brockton	42.0967	-71.0189
1026473	Louisiana	Welsh	30.2342	-92.8145
1026711	Arizona	Phoenix	33.5059	-112.096
1025827	Illinois	Chicago	41.9056	-87.7069
1025486	Ohio	Columbus	39.9621	-82.9062
1028382	California	Eureka	40.8032	-124.163
1026427	Louisiana	New Orleans	30.0462	-89.9597
1026422	Louisiana	New Orleans	29.9654	-90.0912
1070951	Wisconsin	Crawford (county)	43.0464	-91.1123
1025612	Missouri	Saint Louis	38.6379	-90.2323
1026157	California	Santa Ana	33.7197	-117.865
1026168	California	Fresno	36.7178	-119.8
1026183	Florida	Stuart	27.213	-80.2657
1026188	Florida	Niceville	30.5134	-86.4627
1028793	California	Lodi	38.1336	-121.265
1026189	Florida	Ocala	29.1587	-82.0457
1026207	Florida	Miami	25.5649	-80.3863
1028043	Wisconsin	Menomonee Falls	43.1805	-88.1248
1025599	Florida	Ocala	29.1592	-82.0605
1026853	California	Stockton	37.9988	-121.303
1026820	Arkansas	Ash Flat	36.219	-91.6253
1039759	Ohio	Independence	41.3956	-81.6495
1028571	Oregon	Coos Bay	43.2951	-124.138
1026186	Florida	Pensacola	30.5336	-87.2555
1030040	Ohio	Lancaster	39.7279	-82.7114
1026048	Texas	Houston	29.691	-95.5404
1026460	Texas	Dallas	32.6749	-96.8291
1027537	Pennsylvania	Franklin	41.4081	-79.7955
1026038	Massachusetts	Lynn	42.4643	-70.9313
1027868	Virginia	Mineral	38.0192	-77.9194
1026954	New Jersey	Jersey City	40.7193	-74.0673
1027023	Pennsylvania	York	39.962	-76.7362
1025840	Kentucky	Louisville	38.1448	-85.8718
1026024	Kentucky	Franklin	36.7072	-86.396
1026077	Arizona	Glendale	33.5831	-112.164
1025987	Georgia	Augusta	33.3775	-82.0396
1026965	New Jersey	Paterson	40.9079	-74.1574
1026556	Oregon	Sherwood	45.3812	-122.856
1027255	Wisconsin	Milwaukee	43.0679	-87.9737
1026141	New Hampshire	Belmont	43.4766	-71.4666
1026553	Texas	Houston	29.6329	-95.4636
1049048	Oklahoma	Tulsa	36.1607	-95.8867
1028632	Massachusetts	Fall River	41.7025	-71.1428
1028635	Massachusetts	Fall River	41.7009	-71.1495
1027069	Virginia	Newport News	37.1152	-76.5169
1035823	Massachusetts	South Yarmouth	41.6667	-70.2092
1038385	North Carolina	Salisbury	35.7062	-80.5898
1025927	North Carolina	Winston Salem (Winston-salem)	36.1309	-80.2454
1025673	Tennessee	Nashville	36.1816	-86.8207
1026547	Mississippi	Booneville	34.6506	-88.5763
1026086	South Carolina	Florence	34.1344	-79.7565
1026740	Missouri	Jefferson City	38.58	-92.1876
1031173	Wisconsin	Hayward	46.123	-91.3534
1026970	Nevada	Las Vegas	36.2104	-115.121
1027325	Missouri	Kansas City	39.0348	-94.5316
1027323	Missouri	Saint Louis	38.674	-90.2829
1026687	Minnesota	Minneapolis (Bloomington)	44.8613	-93.2565
1029471	Massachusetts	Chicopee	42.1468	-72.6102
1029477	Maine	Lewiston	44.0728	-70.1758
1026675	Massachusetts	Boston	42.3486	-71.0836
1029508	Iowa	Cedar Rapids	41.9661	-91.7307
1027167	Alaska	Anchorage	61.1881	-149.859
1026781	New York	Staten Island	40.6145	-74.178
1027387	Alabama	Fairfield	33.4729	-86.9101
1028784	South Dakota	Mitchell	43.697	-98.0255
1028036	New York	Albany (Colonie)	42.7445	-73.7617
1026783	Illinois	Chicago	42.0035	-87.674
1026198	Florida	Miami	25.8185	-80.2365
1027316	Missouri	Columbia	38.9851	-92.3259
1027714	Georgia	Warner Robins	32.6354	-83.634
1027514	Virginia	Amelia Court House	37.3512	-77.9174
1026467	Iowa	Long Grove	41.7552	-90.6162
1026652	Missouri	Saint Louis	38.6721	-90.2794
1026918	Pennsylvania	Philadelphia	39.9914	-75.1225
1028380	California	Eureka	40.8032	-124.163
1027141	South Carolina	Columbia	34.0331	-81.0211
1026425	Louisiana	New Orleans	29.9651	-90.0671
1026288	Pennsylvania	Philadelphia	40.0037	-75.1691
1026925	Florida	Mexico Beach	29.9484	-85.4213
1026402	West Virginia	Saint Albans (Jefferson)	38.3776	-81.7913
1026915	Pennsylvania	Philadelphia	40.0515	-75.0962
1026202	Florida	Fort Lauderdale (Tamarac)	26.2264	-80.2785
1026928	Texas	Houston	29.6025	-95.2286
1026365	Ohio	Middletown (Liberty Township)	39.3714	-84.3913
1026870	Maryland	Baltimore	39.3123	-76.5904
1026868	Maryland	Baltimore	39.3036	-76.5947
1027389	Iowa	Muscatine	41.4251	-91.0478
1027384	Iowa	Waterloo	42.5287	-92.3688
1026566	Texas	Houston	29.6384	-95.4975
1029921	California	San Francisco	37.7589	-122.416
1026439	Washington	Everett	47.8748	-122.272
1028374	California	Willow Creek	40.9396	-123.631
1026518	Connecticut	Hartford	41.7389	-72.6848
1026893	California	Sacramento	38.496	-121.513
1029171	North Carolina	Roanoke Rapids	36.4486	-77.6445
1027063	Virginia	Richmond	37.6068	-77.4962
1026897	California	Vallejo	38.1041	-122.216
1026485	Virginia	Woodbridge	38.651	-77.2978
1026499	South Dakota	Sioux Falls	43.514	-96.7934
1031276	North Carolina	Greenville	35.6092	-77.341
1027716	Georgia	Warner Robins	32.6395	-83.6312
1027126	South Carolina	Seabrook	32.5203	-80.7185
1026670	Alabama	Bessemer	33.3846	-86.9351
1028396	Wisconsin	Marshfield	44.672	-90.1754
1061023	Pennsylvania	Lancaster	40.0146	-76.3261
1026430	Texas	Houston	29.7341	-95.4152
1027689	Louisiana	New Orleans	29.9332	-90.0716
1029123	Virginia	Woodbridge	38.63	-77.3491
1026471	Massachusetts	Brockton	42.0867	-70.9867
1026314	Mississippi	Starkville	33.4445	-88.8516
1026848	North Carolina	Tarboro	35.9061	-77.5261
1027236	Massachusetts	Boston	42.2761	-71.0805
1026727	Texas	San Antonio	29.4315	-98.5436
1026730	Nevada	Reno	39.5294	-119.814
1027929	Washington	Olympia	46.9449	-123.124
1027565	Mississippi	Southaven	34.9811	-89.9403
1026214	Florida	Sarasota	27.4128	-82.5726
1026797	Indiana	Indianapolis	39.8242	-86.0049
1026349	Indiana	Indianapolis	39.8235	-86.089
1027358	Michigan	Detroit	42.4401	-82.9584
1026811	Alabama	Birmingham	33.5498	-86.7612
1026819	Arkansas	Little Rock	34.6862	-92.326
1027020	Alabama	Russellville	34.4775	-87.7655
1026822	Mississippi	Columbia	31.2488	-89.8325
1026828	Louisiana	Harvey	29.8479	-90.0446
1027169	South Carolina	Conway	33.9416	-78.9879
1026465	Idaho	Idaho Falls	43.4863	-112.037
1027292	Illinois	Chicago	41.7597	-87.6443
1028638	Massachusetts	Fall River	41.6817	-71.1636
1026704	Massachusetts	Boston	42.3266	-71.0852
1026877	Maryland	Hagerstown	39.6533	-77.7275
1027861	Arkansas	North Little Rock	34.7723	-92.2671
1053532	Colorado	Grand Junction	39.0706	-108.466
1026261	Alabama	Birmingham	33.5418	-86.83
1028590	Ohio	Toledo	41.6756	-83.5391
1026645	Pennsylvania	Philadelphia	39.9866	-75.1614
1027883	Texas	Corpus Christi	27.7604	-97.4028
1026647	Illinois	East Saint Louis	38.6132	-90.1303
1027848	Alabama	Pansey	31.1531	-85.1745
1026657	Pennsylvania	Pittsburgh	40.421	-80.0005
1027269	Massachusetts	Lynn	42.4841	-70.9424
1027271	Massachusetts	Lynn	42.4778	-70.9357
1041154	District of Columbia	Washington	38.8218	-77.0012
1027272	Massachusetts	Lynn	42.4749	-70.9466
1030928	Maine	Gardiner	44.2299	-69.7778
1027275	Massachusetts	Marblehead	42.4905	-70.8877
1030603	Florida	Pembroke Pines	26.0115	-80.3051
1027203	Oregon	Springfield	44.0573	-123.033
1027771	Illinois	Freeport	42.2936	-89.6189
1026813	Alabama	Mobile	30.6761	-88.1344
1027793	Ohio	Akron	41.0565	-81.5098
1026785	Illinois	Chicago	41.8516	-87.7211
1027548	California	Santa Ana	33.7364	-117.889
1026318	Illinois	Chicago	41.8088	-87.6603
1027498	Washington	Puyallup	47.1826	-122.281
1028932	New Jersey	Jersey City	40.7131	-74.0903
1028937	New Jersey	Jersey City	40.7053	-74.0788
1027006	Tennessee	Maryville	35.6293	-84.0818
1026935	Florida	Palm Beach Gardens (Riviera Beach)	26.783	-80.0734
1026353	Indiana	Indianapolis	39.7633	-86.1129
1028668	Florida	Miami	25.8447	-80.2132
1029409	Minnesota	Rochester	44.0093	-92.4622
1027561	California	Nuevo (Lakeview)	33.837	-117.124
1026768	New York	Far Rockaway	40.5938	-73.793
1026580	New Mexico	Tres Piedras	36.6479	-105.973
1026995	Tennessee	Knoxville	36.0193	-83.8662
1026981	North Carolina	Huntersville	35.3978	-80.8767
1026996	North Carolina	Charlotte	35.2479	-80.9067
1028033	Texas	Sour Lake	30.1183	-94.4101
1027000	Tennessee	Powell	36.0357	-84.131
1029016	New York	Staten Island	40.5599	-74.1748
1026560	Mississippi	West Point	33.6132	-88.644
1027509	South Carolina	Sumter	33.8994	-80.3338
1028940	New Jersey	Jersey City	40.701	-74.083
1026405	District of Columbia	Washington	38.8411	-76.9778
1026742	Missouri	Jamestown	38.7675	-92.494
1026937	Kentucky	Corbin	36.982	-84.0942
1027242	Michigan	Pontiac	42.6605	-83.2678
1026510	Connecticut	Rocky Hill	41.6491	-72.6702
1029900	Florida	Miami	25.8451	-80.2132
1028824	California	Lemoore	36.2362	-119.757
1026302	Illinois	Chicago	41.8699	-87.7237
1028236	Tennessee	La Vergne	35.9879	-86.5936
1027011	Tennessee	Knoxville	35.9294	-83.9061
1027102	Illinois	Decatur	39.8604	-88.9562
1027273	Wisconsin	New Holstein	43.8916	-88.1477
1026961	New Jersey	Paterson	40.9143	-74.1667
1026381	Indiana	Evansville	37.9588	-87.6189
1026384	Maryland	Baltimore	39.3002	-76.6388
1028172	Indiana	Bloomington	39.1213	-86.5267
1027032	Pennsylvania	Philadelphia	39.9623	-75.2306
1026344	Indiana	Indianapolis	39.85	-86.2806
1027099	Georgia	Hawkinsville	32.2861	-83.4694
1026230	North Carolina	Wilmington	34.217	-77.9291
1027039	Virginia	Chesapeake	36.8062	-76.2779
1026957	Texas	Dallas	32.6831	-96.8145
1027047	Virginia	Newport News	36.9885	-76.4033
1027049	Georgia	Riverdale	33.565	-84.3958
1028336	Georgia	Albany	31.5516	-84.1529
1026884	California	Bakersfield	35.3655	-119.109
1028344	Georgia	Woodstock	34.1197	-84.4002
1027633	District of Columbia	Washington	38.8622	-76.9866
1027692	Kentucky	Lexington	38.0552	-84.4971
1027307	Colorado	Wheat Ridge	39.7829	-105.11
1030709	Nebraska	Lincoln	40.8073	-96.6715
1031367	Oklahoma	Chickasha	35.0382	-97.9472
1026872	California	Los Angeles	34.0853	-118.193
1027663	Florida	Naples	26.1453	-81.7853
1026905	Florida	Fort Lauderdale (Lauderhill)	26.1453	-80.1741
1030385	Ohio	Cleveland (Parma)	41.3901	-81.7062
1027920	Indiana	Fort Wayne	41.0469	-85.1277
1027651	Florida	Miami	25.8307	-80.2299
1027210	Oregon	Portland	45.552	-122.675
1027211	Texas	Waco	31.5278	-97.1754
1034041	Ohio	Dayton (Moraine)	39.709	-84.2034
1036248	California	Big Bear Lake (Big Bear)	34.2506	-116.791
